                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 11 11 2015                             
                       GUCC -outdir D:\Development\ucc_2014.08zf\count_out_1                       

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
1,2,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,2,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,2,1,Low,,D:\Development\1_Breakout\source\phaser.js
5,11,5,Low,,D:\Development\1_Breakout\source\phaser.js
5,10,5,Low,,D:\Development\1_Breakout\source\phaser.js
8,12,8,Low,,D:\Development\1_Breakout\source\phaser.js
6,10,6,Low,,D:\Development\1_Breakout\source\phaser.js
5,8,5,Low,,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,,D:\Development\1_Breakout\source\phaser.js
7,11,7,Low,,D:\Development\1_Breakout\source\phaser.js
7,12,7,Low,,D:\Development\1_Breakout\source\phaser.js
13,13,13,Medium,,D:\Development\1_Breakout\source\phaser.js
1,4,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,4,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,4,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,4,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
9,9,9,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
10,10,10,Low,,D:\Development\1_Breakout\source\phaser.js
10,11,10,Low,,D:\Development\1_Breakout\source\phaser.js
1,5,1,Low,Phaser.Gamepad,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
21,21,21,High,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.SinglePad,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
9,16,9,Low,,D:\Development\1_Breakout\source\phaser.js
5,7,5,Low,,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Key,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Keyboard,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,6,5,Low,,D:\Development\1_Breakout\source\phaser.js
3,4,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,6,5,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,Phaser.Component.Angle,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Animation,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.AutoCull,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,Phaser.Component.Bounds,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.BringToTop,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.BringToTop.prototype.bringToTop,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.BringToTop.prototype.sendToBack,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.BringToTop.prototype.moveUp,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.BringToTop.prototype.moveDown,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Core,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,Phaser.Component.Core.install,D:\Development\1_Breakout\source\phaser.js
5,6,5,Low,Phaser.Component.Core.init,D:\Development\1_Breakout\source\phaser.js
8,9,8,Low,Phaser.Component.Core.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Crop,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.Delta,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Destroy,D:\Development\1_Breakout\source\phaser.js
16,18,16,Medium,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,Phaser.Events,D:\Development\1_Breakout\source\phaser.js
19,19,19,Medium,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.FixedToCamera,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.FixedToCamera.postUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Health,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.InCamera,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.InputEnabled,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
5,7,5,Low,,D:\Development\1_Breakout\source\phaser.js
1,2,1,Low,Phaser.Component.InWorld,D:\Development\1_Breakout\source\phaser.js
8,11,8,Low,Phaser.Component.InWorld.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.LifeSpan,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,Phaser.Component.LifeSpan.preUpdate,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.LoadTexture,D:\Development\1_Breakout\source\phaser.js
9,14,9,Low,,D:\Development\1_Breakout\source\phaser.js
6,7,6,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Overlap,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.PhysicsBody,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,Phaser.Component.PhysicsBody.preUpdate,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,Phaser.Component.PhysicsBody.postUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Component.Reset,D:\Development\1_Breakout\source\phaser.js
6,6,6,Low,Phaser.Component.Reset.prototype.reset,D:\Development\1_Breakout\source\phaser.js
2,5,2,Low,Phaser.Component.ScaleMinMax,D:\Development\1_Breakout\source\phaser.js
6,6,6,Low,,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Component.Smoothed,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.GameObjectFactory,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.GameObjectCreator,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,5,1,Low,Phaser.Sprite,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Sprite.prototype.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,5,1,Low,Phaser.Image,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Image.prototype.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,7,1,Low,Phaser.TileSprite,D:\Development\1_Breakout\source\phaser.js
3,5,3,Low,Phaser.TileSprite.prototype.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.autoScroll,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.stopScroll,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.destroy,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.reset,D:\Development\1_Breakout\source\phaser.js
1,5,1,Low,Phaser.Rope,D:\Development\1_Breakout\source\phaser.js
3,5,3,Low,Phaser.Rope.prototype.preUpdate,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Rope.prototype.update,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Rope.prototype.reset,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,7,2,Low,Phaser.Button,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.clearFrames,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.removedFromWorld,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,Phaser.Button.prototype.setStateFrame,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,Phaser.Button.prototype.changeStateFrame,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setFrames,D:\Development\1_Breakout\source\phaser.js
3,4,3,Low,Phaser.Button.prototype.setStateSound,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.playStateSound,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setSounds,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOverSound,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOutSound,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setDownSound,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setUpSound,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,Phaser.Button.prototype.onInputOverHandler,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputOutHandler,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputDownHandler,D:\Development\1_Breakout\source\phaser.js
6,6,6,Low,Phaser.Button.prototype.onInputUpHandler,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,Phaser.SpriteBatch,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Particle,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,Phaser.Particle.prototype.update,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.onEmit,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setAlphaData,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setScaleData,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.reset,D:\Development\1_Breakout\source\phaser.js
7,9,7,Low,Phaser.BitmapData,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,,D:\Development\1_Breakout\source\phaser.js
9,11,9,Low,,D:\Development\1_Breakout\source\phaser.js
9,9,9,Low,,D:\Development\1_Breakout\source\phaser.js
5,6,5,Low,,D:\Development\1_Breakout\source\phaser.js
11,16,11,Medium,,D:\Development\1_Breakout\source\phaser.js
11,16,11,Medium,,D:\Development\1_Breakout\source\phaser.js
5,8,5,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
2,5,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
11,16,11,Medium,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
1,3,1,Low,,D:\Development\1_Breakout\source\phaser.js
30,46,30,High,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
6,11,6,Low,,D:\Development\1_Breakout\source\phaser.js
2,6,2,Low,,D:\Development\1_Breakout\source\phaser.js
3,5,3,Low,,D:\Development\1_Breakout\source\phaser.js
8,10,8,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,,D:\Development\1_Breakout\source\phaser.js
5,6,5,Low,,D:\Development\1_Breakout\source\phaser.js
2,3,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
7,7,7,Low,Phaser.BitmapData.getTransform,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.lineStyle,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.moveTo,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.lineTo,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.quadraticCurveTo,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.bezierCurveTo,D:\Development\1_Breakout\source\phaser.js
4,6,4,Low,PIXI.Graphics.prototype.arcTo,D:\Development\1_Breakout\source\phaser.js
8,11,8,Low,PIXI.Graphics.prototype.arc,D:\Development\1_Breakout\source\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.beginFill,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.endFill,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRect,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRoundedRect,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawCircle,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawEllipse,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.drawPolygon,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.clear,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.generateTexture,D:\Development\1_Breakout\source\phaser.js
11,12,11,Medium,PIXI.Graphics.prototype._renderWebGL,D:\Development\1_Breakout\source\phaser.js
8,9,8,Low,PIXI.Graphics.prototype._renderCanvas,D:\Development\1_Breakout\source\phaser.js
15,16,15,Medium,PIXI.Graphics.prototype.getBounds,D:\Development\1_Breakout\source\phaser.js
5,5,5,Low,PIXI.Graphics.prototype.containsPoint,D:\Development\1_Breakout\source\phaser.js
25,26,25,High,PIXI.Graphics.prototype.updateLocalBounds,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,PIXI.Graphics.prototype._generateCachedSprite,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.updateCachedSpriteTexture,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.destroyCachedSprite,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.drawShape,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.GraphicsData,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,PIXI.GraphicsData.prototype.clone,D:\Development\1_Breakout\source\phaser.js
3,3,3,Low,Phaser.Graphics,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.preUpdate,D:\Development\1_Breakout\source\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.destroy,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,Phaser.Graphics.prototype.drawTriangle,D:\Development\1_Breakout\source\phaser.js
11,11,11,Medium,Phaser.Graphics.prototype.drawTriangles,D:\Development\1_Breakout\source\phaser.js
4,4,4,Low,Phaser.RenderTexture,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderXY,D:\Development\1_Breakout\source\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderRawXY,D:\Development\1_Breakout\source\phaser.js
