                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                              Generated by UCC v.2014.08f on 12 1 2015                              
ucc.exe -dir d:\Development\GitHub\Breakout\source\ -extfile JavaScript -outdir d:\Metriken\count_out_6\

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
3,3,3,Low,Body.prototype.updateAABB,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Body.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Body.prototype.addShape,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Body.prototype.removeShape,d:\Development\GitHub\Breakout\source\\phaser.js
7,8,7,Low,Body.prototype.updateMassProperties,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Body.prototype.applyForce,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Body.prototype.applyForceLocal,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Body.prototype.applyImpulse,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Body.prototype.applyImpulseLocal,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.toLocalFrame,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.toWorldFrame,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.vectorToLocalFrame,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.vectorToWorldFrame,d:\Development\GitHub\Breakout\source\\phaser.js
9,10,9,Low,Body.prototype.fromPolygon,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,Body.prototype.adjustCenterOfMass,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.setZeroForce,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.resetConstraintVelocity,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.addConstraintVelocity,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Body.prototype.applyDamping,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Body.prototype.wakeUp,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.sleep,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,Body.prototype.sleepTick,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.overlaps,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Body.prototype.integrate,d:\Development\GitHub\Breakout\source\\phaser.js
7,10,7,Low,Body.prototype.integrateToTimeOfImpact,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Body.prototype.getVelocityAtPoint,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,LinearSpring,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,LinearSpring.prototype.setWorldAnchorA,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,LinearSpring.prototype.setWorldAnchorB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,LinearSpring.prototype.getWorldAnchorA,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,LinearSpring.prototype.getWorldAnchorB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,LinearSpring.prototype.applyForce,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,RotationalSpring,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,RotationalSpring.prototype.applyForce,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Spring,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Spring.prototype.applyForce,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,TopDownVehicle,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,TopDownVehicle.prototype.addToWorld,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,TopDownVehicle.prototype.removeFromWorld,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,TopDownVehicle.prototype.addWheel,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,TopDownVehicle.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,WheelConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,WheelConstraint.prototype.setBrakeForce,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,WheelConstraint.prototype.setSideFriction,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,WheelConstraint.prototype.getSpeed,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,WheelConstraint.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,6,2,Low,Box,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Box.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Box.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Box.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Box.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
2,6,2,Low,Capsule,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Capsule.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Capsule.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Capsule.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Capsule.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
15,17,15,Medium,Capsule.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
2,4,2,Low,Circle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Circle.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Circle.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Circle.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Circle.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
6,8,6,Low,Circle.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
9,10,9,Low,Convex,d:\Development\GitHub\Breakout\source\\phaser.js
5,7,5,Low,Convex.prototype.projectOntoLocalAxis,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Convex.prototype.projectOntoWorldAxis,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Convex.prototype.updateTriangles,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Convex.prototype.updateCenterOfMass,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Convex.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Convex.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Convex.triangleArea,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Convex.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Convex.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Convex.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
6,11,6,Low,Heightfield,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Heightfield.prototype.updateMaxMinValues,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Heightfield.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.getLineSegment,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.getSegmentIndex,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Heightfield.prototype.getClampedSegmentIndex,d:\Development\GitHub\Breakout\source\\phaser.js
2,5,2,Low,getLineSegmentsIntersection,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Heightfield.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
2,4,2,Low,Line,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Line.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Line.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Line.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Line.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Particle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Particle.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Particle.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Particle.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Plane,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Plane.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Plane.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Plane.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Plane.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Plane.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
7,11,7,Low,Shape,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Shape.prototype.computeMomentOfInertia,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Shape.prototype.updateBoundingRadius,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Shape.prototype.updateArea,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Shape.prototype.computeAABB,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Shape.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
1,4,1,Low,GSSolver,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,setArrayZero,d:\Development\GitHub\Breakout\source\\phaser.js
19,20,19,Medium,GSSolver.prototype.solve,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,GSSolver.updateMultipliers,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,GSSolver.iterateEquation,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,Solver,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Solver.prototype.solve,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Solver.prototype.solveIsland,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Solver.prototype.sortEquations,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Solver.prototype.addEquation,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Solver.prototype.addEquations,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Solver.prototype.removeEquation,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Solver.prototype.removeAllEquations,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,ContactEquationPool,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,ContactEquationPool.prototype.create,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,ContactEquationPool.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,FrictionEquationPool,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,FrictionEquationPool.prototype.create,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,FrictionEquationPool.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandNodePool,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandNodePool.prototype.create,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandNodePool.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandPool,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandPool.prototype.create,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandPool.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeper,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,OverlapKeeper.prototype.tick,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,OverlapKeeper.prototype.setOverlapping,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getNewOverlaps,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getEndOverlaps,d:\Development\GitHub\Breakout\source\\phaser.js
3,6,3,Low,OverlapKeeper.prototype.bodiesAreOverlapping,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,OverlapKeeper.prototype.getDiff,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,OverlapKeeper.prototype.isNewOverlap,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getNewBodyOverlaps,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getEndBodyOverlaps,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,OverlapKeeper.prototype.getBodyDiff,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeperRecord,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeperRecord.prototype.set,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeperRecordPool,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeperRecordPool.prototype.create,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,OverlapKeeperRecordPool.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,Pool,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Pool.prototype.resize,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Pool.prototype.get,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Pool.prototype.release,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,TupleDictionary,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,TupleDictionary.prototype.getKey,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,TupleDictionary.prototype.getByKey,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,TupleDictionary.prototype.get,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,TupleDictionary.prototype.set,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,TupleDictionary.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,TupleDictionary.prototype.copy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Utils,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Utils.appendArray,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,Utils.splice,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Utils.extend,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Utils.defaults,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Island,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Island.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,Island.prototype.getBodies,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Island.prototype.wantsToSleep,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Island.prototype.sleep,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandManager,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,IslandManager.getUnvisitedNode,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,IslandManager.prototype.visit,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,IslandManager.prototype.bfs,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,IslandManager.prototype.split,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandNode,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,IslandNode.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
3,7,3,Low,World,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,World.prototype.addConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,World.prototype.addContactMaterial,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,World.prototype.removeContactMaterial,d:\Development\GitHub\Breakout\source\\phaser.js
3,6,3,Low,World.prototype.getContactMaterial,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,World.prototype.removeConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
4,7,4,Low,World.prototype.step,d:\Development\GitHub\Breakout\source\\phaser.js
47,60,47,High,World.prototype.internalStep,d:\Development\GitHub\Breakout\source\\phaser.js
16,33,16,Medium,World.prototype.runNarrowphase,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,World.prototype.addSpring,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,World.prototype.removeSpring,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,World.prototype.addBody,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,World.prototype.removeBody,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,World.prototype.getBodyById,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,World.prototype.disableBodyCollision,d:\Development\GitHub\Breakout\source\\phaser.js
3,6,3,Low,World.prototype.enableBodyCollision,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,World.prototype.clear,d:\Development\GitHub\Breakout\source\\phaser.js
4,14,4,Low,World.prototype.hitTest,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,World.prototype.setGlobalStiffness,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,World.prototype.setGlobalRelaxation,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,World.prototype.raycast,d:\Development\GitHub\Breakout\source\\phaser.js
53,89,53,Very High,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.DisplayObject,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Math.trunc,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,if(!Function.prototype.bind)Function.prototype.bind,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Array.isArray,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,Array.prototype.forEach,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,var CheapArray,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,window.console.log,d:\Development\GitHub\Breakout\source\\phaser.js
7,10,7,Low,window.console.warn,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,7,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
12,19,12,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
6,9,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,9,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,5,2,Low,Phaser.Circle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,6,2,Low,Phaser.Circle.contains,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,Phaser.Circle.equals,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Circle.intersects,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Circle.circumferencePoint,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,Phaser.Circle.intersectsRectangle,d:\Development\GitHub\Breakout\source\\phaser.js
1,4,1,Low,Phaser.Ellipse,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,4,2,Low,Phaser.Ellipse.contains,d:\Development\GitHub\Breakout\source\\phaser.js
1,4,1,Low,Phaser.Line,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
